"ParticipantMD5"	"GeneroCod"	"frase"	"Value"	"duracao"
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Já são mais de 5 anos que sofro deste mal, perdi muito e venho perdendo cada dia mais, hoje foi um daqueles dias em que pensei em suicídio, mas novamente decidi continuar tentando."	"negativa"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Ja estou no limite para chegar a cima do peso."	"negativa"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Comprei meu livro."	"positiva"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Confesso que aquilo me dava um prazer quase que desconhecido, era uma delicia sentir nossas línguas se encostando enquanto ele apertava meus seios."	"positiva"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Mais uma vez eu to aqui me lamentando, eu estou arrasada, meu marido ele mentiu pra mim, ele criou um perfil no facebook escondido de mim, adicionou várias mulheres, inclusive ex-namoradas."	"negativa"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Ela me fala coisas e depois diz que não falou, me chama de mentirosa."	"negativa"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Eles brigaram e ela terminou com ele."	"negativa"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Ganhei um notebook novo."	"positiva"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Depois de uma hora consegui, peguei meu buzão e um engarrafamento horrível."	"negativa"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Vejo muitas garotas sofrendo por garotinhos que não dão a minima para elas, então pra ganharem atenção fingem ser algo que não são. "	"negativa"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Eu já estava acostumada por saber que muitos garotos já declaravam pra mim."	"negativa"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"E quantas vezes já choramos por a pessoa que não merece uma gota da nossa lagrima, corremos atrás dele e não enxergamos a verdade, e muitas vezes não queremos enxerga ela, por que a verdade dói e machuca muita."	"negativa"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Já me fiz essa pergunta e voltei três vezes e hoje o sofrimento é mil vezes maior."	"negativa"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"A vida nos foi dada gratuitamente."	"positiva"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Passando então esses 3 horários, chegou o intervalo, encontrei de novo meu namorado, descemos juntos e fomos para ao pátio sentar com de costume no mesmo lugar que sentamos todos os dias."	"positiva"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Meu coração acelera, minhas mãos ficam geladas e meia tremulas, me dá um frio na barriga, e uma sensação estranha quando ele tá por perto, e principalmente quando estamos a sós, ou até mesmo na multidão, quando ele me abraça e diz: você está linda hoje."	"positiva"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Que vergonha que eu passei no ônibus, ele todo maloqueiro."	"negativa"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Tudo que eu quero é ficar sozinha, apagar a luz do quarto e esperar o tempo passar, esperando que a dor vá embora."	"negativa"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Consegui a ajuda de uma pessoa para alugar uma casa, comprar moveis, estar fazendo faculdade e ter uma vida mais o menos."	"positiva"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Seu lado da sapateira era cheio de sapatos que nunca acabava e eu sempre reclamava da confusão."	"negativa"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Quando ela te encher a paciência, não brigue, ela só gosta de te ver um pouco irritado, por que sabe que depois você vai abrir um sorriso, e ela ama esse sorriso."	"positiva"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Mas então as 5 da manha eu acordo com a minha mãe gritando e pedindo socorro , ele tinha entrado dentro de casa e tava tentando matar ela."	"negativa"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"AI ME LEVANTEI E FUI LA FORA, POIS NÃO DEMOROU MUITO E ELE FOI ATRÁZ, FICOU ME PERGUNTANDO ATÉ QUE HORAS EU TRABALHAVA."	"negativa"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"A vida foi cruel comigo, desde de pequena já trabalhando como engraxate, passando fome e vendo todos com pai e mãe, e eu órfã com pais vivos."	"negativa"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Bem, esse é meu primeiro texto então vou me apresentar, meu nome é Kevin, moro em PE."	"neutra"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Você sempre será aquela menininha de cabelos loiros e um sorriso no rosto mais lindo do universo, eu amo você, não esqueça."	"positiva"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Agora eu simplesmente não reclamo de nada, fico quieto guardando isso tudo dentro de mim."	"negativa"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Ela namora há quase 4 anos, já terminou uma vez, mas por pouco tempo."	"neutra"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Mãe, desculpe por eu ser quem sou, por eu ser tão e unicamente eu, por eu ser diferente, por eu ser tão errada aos olhos teus."	"negativa"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Pois amigos também dizem EU TE AMO!"	"positiva"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Sim, isso me envergonha, gosto de estar sob controle. "	"negativa"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Os que desprezam os pequenos acontecimentos nunca farão grandes descobertas, pequenos momentos mudam grandes rotas."	"neutra"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Bom como meu ultimo post foi em agosto , de lá pra cá aconteceram muitas coisas e esse tempo todinho sem postar alguma coisa foi porque meus dias estavam muito corridos vou tentar manter uma certa frequência por aqui."	"neutra"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Estar sozinho é triste, enche o saco dos outros e deve fazer mal para a saúde."	"negativa"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Hoje iniciei o dia conversando com o Gabriel, o mais novo aqui da obra nova em que eu sou uma das responsáveis."	"neutra"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Então, caso vocês não se vejam mais, ligue para ela e a convide para sair para os dois conversarem."	"positiva"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Fui a um churrasco na casa de um amigo, e a conheci, Carol o nome dela, depois descobri que era Jessica mas tudo bem."	"negativa"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Eu não to nem ai pro teu carro, pra tua moto ou pra tua mulher, se eu quiser, eu corro atrás."	"negativa"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Sou sozinho apesar de ser casado, mas há tempo que este casamento não passa de um papel assinado, o amor se foi juntamente com o respeito e a confiança, tudo o que sobrou foi o comodismo, a tristeza e a falta de esperança por falta da minha esposa."	"negativa"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	" Ainda mais que tudo que tá acontecendo ultimamente está me levando pra perto dele."	"neutra"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Tive apendicite com sérias complicações."	"negativa"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Poste frases de garota desapegada,que não precisa de homem nenhum pra ser feliz."	"negativa"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Ainda me lembro das vezes que você me olhava e dizia o quanto me amava, o quanto me queria."	"negativa"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Penso que estou em seus braços, encolhida e tímida, apaixonada e realizada."	"positiva"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Fico com inveja dos meus amigos que resolvem tudo sozinhos, sabem ir pra todos os lugares, e numa boa."	"negativa"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"O que ele fez pra mim foi uma traição está me doendo muito."	"negativa"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"A mentira mata, mas a dúvida tortura."	"negativa"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Hoje estou muito chateada, eu acho que eu estou sendo traída meu marido está me tratando diferente com muita frieza."	"negativa"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Não tenho coragem de cobrar fidelidade e isso para um homem é a maior das vergonhas, não sou homem, não sou gente, não sou nada com as drogas."	"negativa"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Arrepiei-me, ele percebeu e veio se aproximando cada vez mais, segurou meu rosto; foi aproximando seu rosto até que encostou seus lábios nos meus."	"positiva"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Neste momento senti minha vida acabar, meu coração estava partido em bilhões de pedaços, tudo que conquistei pedir, tudo que já fui não era mais, as lagrimas escorriam do meu rosto."	"negativa"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Quero logo o seu abraço forte."	"positiva"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Acordei na ilusão de ir ao uma festa e beber como toda adolescente de 17 anos."	"negativa"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Nesse momento estou ocupada nas tarefas que o dia me exige, sem transtornos fora de hora."	"neutra"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Prefere a discrição, ficar quieto, observando e tomando suas próprias conclusões."	"neutra"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Foi super fofo comigo no msn e isso acendeu mais ainda esse amor platônico em mim."	"positiva"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Voltei pra casa meu pai brigou comigo apenas a minha irmã entendeu o que eu estava sentindo eu chorei quase a noite inteira."	"negativa"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Às vezes me sinto meio mal por ser tão dependente dos outros, não saber fazer nada sozinha."	"negativa"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Hoje eu fui na biblioteca da escola, na hora da aula de Educação Física, e peguei um livro."	"positiva"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Sentia raiva de mim mesmo, de estar largando tudo por outra pessoa, de deixar ela falar assim comigo, de falar assim dela."	"negativa"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Por que eu me sinto tão mal e negativa?"	"negativa"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Quando tudo parece desmoronar dentro de mim eu me sinto em pedaços."	"negativa"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Ele viajou e eu to aqui na seca."	"negativa"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Eu sou uma orgulhosa sim, não fico com todos (até porque isso é coisa de vadia), jogo bola, falo com quem fala comigo, também não sou de ter muitas amigas!"	"neutra"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	" Em casa as coisas vão de mal a pior, a situação do meu irmão e da minha cunhada se arrasta, causando um sofrimento enorme pra minha família."	"negativa"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Conheci um novo amor estamos juntos a 3 anos e não vivemos uma linda historia de cinemas mas nos amamos e nos respeitamos abrimos mão de muito pra fazer dar certo, mas respeitamos nossos limites e crescemos juntos vamos nos casar em dezembro."	"positiva"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"A miserável vida do Paulo Anderson."	"negativa"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Mesmo assim, naquela hora te procurei."	"neutra"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Eu amo sua sinceridade e inocência."	"positiva"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Não recomendo isso a ninguém, mas não consigo pensar em outra coisa a fazer quanto estiver triste, pois meus amigos e familiares não entendem que eu fico triste sem motivo e irão me chamar de besta e se eu contar para alguém que me automutilei irão me chamar de doente, porque é isso que o ser humano faz, julga um ao outro."	"negativa"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Foi complicado, pois não conseguia me concentrar em outra coisa, o que eu mais queria era acabar essas provas e ir pra casa chorar tudo o que eu segurei."	"negativa"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Quantas pessoas realmente valem a pena conhecer, e são suas amigas de verdade?"	"neutra"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Ai ele começou a tentar brincar com a minha íntima, tentava por cima do short."	"negativa"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Eu sou virgem, ou pelo menos nunca tive penetração."	"neutra"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Meu nome é Marcelo, tenho 16 anos, faço 17 agora no final do ano, sou muito legal, querido e procuro sempre ser engraçado, gosto de ver as pessoas alegres."	"positiva"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Eu penso no futuro porque isso vai ser bom pra mim e pra todos que eu amo."	"positiva"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Essa pessoa que postou isso tem 56 ANOS e ERA CASADA NA ÉPOCA COM UM CARA DE 24 ANOS."	"neutra"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"E NÃO É A PRIMEIRA VEZ QUE ELE TENTA ALGO... NÃO QUERO ENTRAR EM DETALHES"	"negativa"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"E pode ter certeza, mãe, vou lhe dá muito orgulho."	"positiva"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"E isso me afetou muito, fiquei totalmente bravo."	"negativa"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Na minha vida amorosa tudo é uma GRANDE merda."	"negativa"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Eu não tinha medos."	"positiva"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Quando tento alertar as pessaoas mais proximas elas dizem que a tu es magra deves engordar e tal, mas quando tento brincar com a situação para as alertar elas dizer oh mas tu também não és muito alta."	"negativa"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Eu me arrependo por chorar antes te tendo ao meu lado, e agora sinto que tenho reais motivos pra estar assim."	"negativa"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Essa liberdade ta me fazendo muito falta agora."	"negativa"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Só que aconteceu uma coisa engraçada, aliás desde o primeiro dia."	"positiva"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Você me faz bem e eu sinto que sou amada verdadeiramente."	"positiva"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Achei que a melhor forma de me expressar contar minhas vitórias e derrotas as coisas certas e erradas que eu fiz tinha que ser no computador."	"neutra"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Ele me ameaçou disse que iria me matar."	"negativa"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Eu tenho tanto raiva em pensar que desde quando saia da casa deles, eu fiquei ajudando eles, principalmente minha mãe e eu nunca recebi amor em troca, as vezes não aguentava de solidão."	"negativa"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Vou sentir falta dela, mas a vida é assim, as vezes temos que abrir mão de algo, para podermos continuar nosso caminho."	"neutra"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Dai minha mãe foi pra casa e eu fui pro curso com meu namorado e nossa amiga, quando eu cheguei mãe me disse que tinha postado a foto no orkut dela."	"neutra"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Eu já não sinto mais aquele amor, não sinto prazer, já não consigo mais gostar nem de mim."	"negativa"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Meu coração hoje se encontra dilacerado."	"negativa"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Nossa hoje estou com vergonha e muito mais muito ODIO de mim."	"negativa"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Saímos da sala de espera e entrei num longo corredor."	"neutra"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Ódio eu tenho de mim mesma, por não ser a filha que você sempre quis e desejou; e por mais que eu tente - sim, eu tento"	"negativa"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Voltei a morar com ela tinha 11 anos quando fui abandonada pela minha tia, foi muito difícil nosso relacionamento, ela repetia milhões de vezes que eu não era filha dela, que eu era um erro que aconteceu."	"negativa"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Nós nos amamos, e vamos nos casar."	"positiva"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"A maioria das aulas são de manhã, ou seja, tenho que acordar cedo."	"neutra"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Não ouso jogar nada daquilo fora, por que é o que me resta de ti, não é?"	"negativa"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Esperei tanto tempo para chegar a esse ponto, eu não sei mais o que fazer, tenho medo de perder sua amizade, ou melhor, acredito que perdi, pois nem querer me aceitar você quer mais."	"negativa"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	" Ele sempre esteve do meu lado e o que eu mais queria é que ele estivesse do meu lado todos os dias."	"positiva"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"E dia 22 à noite sai a lista dos convocados, 28 a segunda lista, e depois, se houver, ainda tem a lista de vagas remanescentes."	"neutra"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	" Eu aluguei o livro e saí."	"positiva"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Não ligo pra esse papo, só ligo pra você."	"negativa"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Amizades verdadeiras é disso que o mundo precisa."	"positiva"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Grito dezenas de vezes durante o dia."	"neutra"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Rodrigo meu amigo, ele disse que ia volta pra fala comigo no msn, eu o considero como um grande irmão pra mim."	"positiva"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Meu corpo tremia, mais do que o dele, fiquei de perna bamba."	"positiva"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Sinto a força e o calor daquele que é o homem da minha vida."	"positiva"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Nós ficamos sete dias juntos e vivemos uma linda historia de amor dessas de cinema ainda me lembro do 1° beijo de frente pro mar ate escrevemos nossos nomes no trailer que estava abandonado na estrada."	"positiva"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"São poucos os que eu me explico."	"neutra"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"Hoje ganhei da minha mãe um escapulário, e ele tem uma mensagem de Deus em um dos quadradinhos."	"positiva"	""
"6ad21960f858c44a879bff5478bc2e1b"	"m"	"No jeito que eu te trato, em como eu me preocupo contigo."	"positiva"	""
"3afb8e5749ece8593f5163a7d3a9760e"	"f"	"Já são mais de 5 anos que sofro deste mal, perdi muito e venho perdendo cada dia mais, hoje foi um daqueles dias em que pensei em suicídio, mas novamente decidi continuar tentando."	"negativa"	""
"3afb8e5749ece8593f5163a7d3a9760e"	"f"	"Ja estou no limite para chegar a cima do peso."	"negativa"	""
"3afb8e5749ece8593f5163a7d3a9760e"	"f"	"Comprei meu livro."	"positiva"	""
"3afb8e5749ece8593f5163a7d3a9760e"	"f"	"Confesso que aquilo me dava um prazer quase que desconhecido, era uma delicia sentir nossas línguas se encostando enquanto ele apertava meus seios."	"positiva"	""
"3afb8e5749ece8593f5163a7d3a9760e"	"f"	"Mais uma vez eu to aqui me lamentando, eu estou arrasada, meu marido ele mentiu pra mim, ele criou um perfil no facebook escondido de mim, adicionou várias mulheres, inclusive ex-namoradas."	"negativa"	""
"3afb8e5749ece8593f5163a7d3a9760e"	"f"	"Ela me fala coisas e depois diz que não falou, me chama de mentirosa."	"negativa"	""
"3afb8e5749ece8593f5163a7d3a9760e"	"f"	"Eles brigaram e ela terminou com ele."	"negativa"	""
"3afb8e5749ece8593f5163a7d3a9760e"	"f"	"Ganhei um notebook novo."	"positiva"	""
"3afb8e5749ece8593f5163a7d3a9760e"	"f"	"Depois de uma hora consegui, peguei meu buzão e um engarrafamento horrível."	"negativa"	""
"3afb8e5749ece8593f5163a7d3a9760e"	"f"	"Vejo muitas garotas sofrendo por garotinhos que não dão a minima para elas, então pra ganharem atenção fingem ser algo que não são. "	"negativa"	""
"3afb8e5749ece8593f5163a7d3a9760e"	"f"	"Eu já estava acostumada por saber que muitos garotos já declaravam pra mim."	"positiva"	""
"3afb8e5749ece8593f5163a7d3a9760e"	"f"	"E quantas vezes já choramos por a pessoa que não merece uma gota da nossa lagrima, corremos atrás dele e não enxergamos a verdade, e muitas vezes não queremos enxerga ela, por que a verdade dói e machuca muita."	"negativa"	""
"3afb8e5749ece8593f5163a7d3a9760e"	"f"	"Já me fiz essa pergunta e voltei três vezes e hoje o sofrimento é mil vezes maior."	"negativa"	""
"3afb8e5749ece8593f5163a7d3a9760e"	"f"	"A vida nos foi dada gratuitamente."	"positiva"	""
"3afb8e5749ece8593f5163a7d3a9760e"	"f"	"Passando então esses 3 horários, chegou o intervalo, encontrei de novo meu namorado, descemos juntos e fomos para ao pátio sentar com de costume no mesmo lugar que sentamos todos os dias."	"positiva"	""
"3afb8e5749ece8593f5163a7d3a9760e"	"f"	"Meu coração acelera, minhas mãos ficam geladas e meia tremulas, me dá um frio na barriga, e uma sensação estranha quando ele tá por perto, e principalmente quando estamos a sós, ou até mesmo na multidão, quando ele me abraça e diz: você está linda hoje."	"positiva"	""
"3afb8e5749ece8593f5163a7d3a9760e"	"f"	"Que vergonha que eu passei no ônibus, ele todo maloqueiro."	"neutra"	""
"3afb8e5749ece8593f5163a7d3a9760e"	"f"	"Tudo que eu quero é ficar sozinha, apagar a luz do quarto e esperar o tempo passar, esperando que a dor vá embora."	"negativa"	""
"3afb8e5749ece8593f5163a7d3a9760e"	"f"	"Consegui a ajuda de uma pessoa para alugar uma casa, comprar moveis, estar fazendo faculdade e ter uma vida mais o menos."	"neutra"	""
"3afb8e5749ece8593f5163a7d3a9760e"	"f"	"Seu lado da sapateira era cheio de sapatos que nunca acabava e eu sempre reclamava da confusão."	"negativa"	""
"3afb8e5749ece8593f5163a7d3a9760e"	"f"	"Quando ela te encher a paciência, não brigue, ela só gosta de te ver um pouco irritado, por que sabe que depois você vai abrir um sorriso, e ela ama esse sorriso."	"positiva"	""
"3afb8e5749ece8593f5163a7d3a9760e"	"f"	"Mas então as 5 da manha eu acordo com a minha mãe gritando e pedindo socorro , ele tinha entrado dentro de casa e tava tentando matar ela."	"negativa"	""
"3afb8e5749ece8593f5163a7d3a9760e"	"f"	"AI ME LEVANTEI E FUI LA FORA, POIS NÃO DEMOROU MUITO E ELE FOI ATRÁZ, FICOU ME PERGUNTANDO ATÉ QUE HORAS EU TRABALHAVA."	"neutra"	""
"3afb8e5749ece8593f5163a7d3a9760e"	"f"	"A vida foi cruel comigo, desde de pequena já trabalhando como engraxate, passando fome e vendo todos com pai e mãe, e eu órfã com pais vivos."	"neutra"	""
"3afb8e5749ece8593f5163a7d3a9760e"	"f"	"Bem, esse é meu primeiro texto então vou me apresentar, meu nome é Kevin, moro em PE."	"neutra"	""
"3afb8e5749ece8593f5163a7d3a9760e"	"f"	"Você sempre será aquela menininha de cabelos loiros e um sorriso no rosto mais lindo do universo, eu amo você, não esqueça."	"positiva"	""
"3afb8e5749ece8593f5163a7d3a9760e"	"f"	"Agora eu simplesmente não reclamo de nada, fico quieto guardando isso tudo dentro de mim."	"negativa"	""
"3afb8e5749ece8593f5163a7d3a9760e"	"f"	"Ela namora há quase 4 anos, já terminou uma vez, mas por pouco tempo."	"neutra"	""
"3afb8e5749ece8593f5163a7d3a9760e"	"f"	"Mãe, desculpe por eu ser quem sou, por eu ser tão e unicamente eu, por eu ser diferente, por eu ser tão errada aos olhos teus."	"negativa"	""
"3afb8e5749ece8593f5163a7d3a9760e"	"f"	"Pois amigos também dizem EU TE AMO!"	"positiva"	""
"3afb8e5749ece8593f5163a7d3a9760e"	"f"	"Sim, isso me envergonha, gosto de estar sob controle. "	"neutra"	""
"3afb8e5749ece8593f5163a7d3a9760e"	"f"	"Os que desprezam os pequenos acontecimentos nunca farão grandes descobertas, pequenos momentos mudam grandes rotas."	"positiva"	""
"3afb8e5749ece8593f5163a7d3a9760e"	"f"	"Bom como meu ultimo post foi em agosto , de lá pra cá aconteceram muitas coisas e esse tempo todinho sem postar alguma coisa foi porque meus dias estavam muito corridos vou tentar manter uma certa frequência por aqui."	"neutra"	""
"3afb8e5749ece8593f5163a7d3a9760e"	"f"	"Estar sozinho é triste, enche o saco dos outros e deve fazer mal para a saúde."	"negativa"	""
"3afb8e5749ece8593f5163a7d3a9760e"	"f"	"Hoje iniciei o dia conversando com o Gabriel, o mais novo aqui da obra nova em que eu sou uma das responsáveis."	"neutra"	""
"3afb8e5749ece8593f5163a7d3a9760e"	"f"	"Então, caso vocês não se vejam mais, ligue para ela e a convide para sair para os dois conversarem."	"positiva"	""
"3afb8e5749ece8593f5163a7d3a9760e"	"f"	"Fui a um churrasco na casa de um amigo, e a conheci, Carol o nome dela, depois descobri que era Jessica mas tudo bem."	"negativa"	""
"3afb8e5749ece8593f5163a7d3a9760e"	"f"	"Eu não to nem ai pro teu carro, pra tua moto ou pra tua mulher, se eu quiser, eu corro atrás."	"neutra"	""
"3afb8e5749ece8593f5163a7d3a9760e"	"f"	"Sou sozinho apesar de ser casado, mas há tempo que este casamento não passa de um papel assinado, o amor se foi juntamente com o respeito e a confiança, tudo o que sobrou foi o comodismo, a tristeza e a falta de esperança por falta da minha esposa."	"neutra"	""
"3afb8e5749ece8593f5163a7d3a9760e"	"f"	" Ainda mais que tudo que tá acontecendo ultimamente está me levando pra perto dele."	"neutra"	""
"3afb8e5749ece8593f5163a7d3a9760e"	"f"	"Tive apendicite com sérias complicações."	"negativa"	""
"3afb8e5749ece8593f5163a7d3a9760e"	"f"	"Poste frases de garota desapegada,que não precisa de homem nenhum pra ser feliz."	"positiva"	""
"3afb8e5749ece8593f5163a7d3a9760e"	"f"	"Ainda me lembro das vezes que você me olhava e dizia o quanto me amava, o quanto me queria."	"positiva"	""
"3afb8e5749ece8593f5163a7d3a9760e"	"f"	"Penso que estou em seus braços, encolhida e tímida, apaixonada e realizada."	"positiva"	""
"3afb8e5749ece8593f5163a7d3a9760e"	"f"	"Fico com inveja dos meus amigos que resolvem tudo sozinhos, sabem ir pra todos os lugares, e numa boa."	"neutra"	""
"3afb8e5749ece8593f5163a7d3a9760e"	"f"	"O que ele fez pra mim foi uma traição está me doendo muito."	"negativa"	""
"3afb8e5749ece8593f5163a7d3a9760e"	"f"	"A mentira mata, mas a dúvida tortura."	"negativa"	""
"3afb8e5749ece8593f5163a7d3a9760e"	"f"	"Hoje estou muito chateada, eu acho que eu estou sendo traída meu marido está me tratando diferente com muita frieza."	"negativa"	""
"3afb8e5749ece8593f5163a7d3a9760e"	"f"	"Não tenho coragem de cobrar fidelidade e isso para um homem é a maior das vergonhas, não sou homem, não sou gente, não sou nada com as drogas."	"negativa"	""
"3afb8e5749ece8593f5163a7d3a9760e"	"f"	"Arrepiei-me, ele percebeu e veio se aproximando cada vez mais, segurou meu rosto; foi aproximando seu rosto até que encostou seus lábios nos meus."	"positiva"	""
"3afb8e5749ece8593f5163a7d3a9760e"	"f"	"Neste momento senti minha vida acabar, meu coração estava partido em bilhões de pedaços, tudo que conquistei pedir, tudo que já fui não era mais, as lagrimas escorriam do meu rosto."	"negativa"	""
"3afb8e5749ece8593f5163a7d3a9760e"	"f"	"Quero logo o seu abraço forte."	"positiva"	""
"3afb8e5749ece8593f5163a7d3a9760e"	"f"	"Acordei na ilusão de ir ao uma festa e beber como toda adolescente de 17 anos."	"negativa"	""
